,survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,alone
529,0,2,1,23.0,2,1,11.5,2,1,0
530,1,2,0,2.0,1,1,26.0,2,0,0
531,0,3,1,28.0,0,0,7.2292,0,1,1
532,0,3,1,17.0,1,1,7.2292,0,1,0
533,1,3,0,28.0,0,2,22.3583,0,0,0
534,0,3,0,30.0,0,0,8.6625,2,0,1
535,1,2,0,7.0,0,2,26.25,2,0,0
536,0,1,1,45.0,0,0,26.55,2,1,1
537,1,1,0,30.0,0,0,106.425,0,0,1
538,0,3,1,28.0,0,0,14.5,2,1,1
539,1,1,0,22.0,0,2,49.5,0,0,0
540,1,1,0,36.0,0,2,71.0,2,0,0
541,0,3,0,9.0,4,2,31.275,2,0,0
542,0,3,0,11.0,4,2,31.275,2,0,0
543,1,2,1,32.0,1,0,26.0,2,1,0
544,0,1,1,50.0,1,0,106.425,0,1,0
545,0,1,1,64.0,0,0,26.0,2,1,1
546,1,2,0,19.0,1,0,26.0,2,0,0
547,1,2,1,28.0,0,0,13.8625,0,1,1
548,0,3,1,33.0,1,1,20.525,2,1,0
549,1,2,1,8.0,1,1,36.75,2,0,0
550,1,1,1,17.0,0,2,110.8833,0,1,0
551,0,2,1,27.0,0,0,26.0,2,1,1
552,0,3,1,28.0,0,0,7.8292,1,1,1
553,1,3,1,22.0,0,0,7.225,0,1,1
554,1,3,0,22.0,0,0,7.775,2,0,1
555,0,1,1,62.0,0,0,26.55,2,1,1
556,1,1,0,48.0,1,0,39.6,0,0,0
557,0,1,1,28.0,0,0,227.525,0,1,1
558,1,1,0,39.0,1,1,79.65,2,0,0
559,1,3,0,36.0,1,0,17.4,2,0,0
560,0,3,1,28.0,0,0,7.75,1,1,1
561,0,3,1,40.0,0,0,7.8958,2,1,1
562,0,2,1,28.0,0,0,13.5,2,1,1
563,0,3,1,28.0,0,0,8.05,2,1,1
564,0,3,0,28.0,0,0,8.05,2,0,1
565,0,3,1,24.0,2,0,24.15,2,1,0
566,0,3,1,19.0,0,0,7.8958,2,1,1
567,0,3,0,29.0,0,4,21.075,2,0,0
568,0,3,1,28.0,0,0,7.2292,0,1,1
569,1,3,1,32.0,0,0,7.8542,2,1,1
570,1,2,1,62.0,0,0,10.5,2,1,1
571,1,1,0,53.0,2,0,51.4792,2,0,0
572,1,1,1,36.0,0,0,26.3875,2,1,1
573,1,3,0,28.0,0,0,7.75,1,0,1
574,0,3,1,16.0,0,0,8.05,2,1,1
575,0,3,1,19.0,0,0,14.5,2,1,1
576,1,2,0,34.0,0,0,13.0,2,0,1
577,1,1,0,39.0,1,0,55.9,2,0,0
578,0,3,0,28.0,1,0,14.4583,0,0,0
579,1,3,1,32.0,0,0,7.925,2,1,1
580,1,2,0,25.0,1,1,30.0,2,0,0
581,1,1,0,39.0,1,1,110.8833,0,0,0
582,0,2,1,54.0,0,0,26.0,2,1,1
583,0,1,1,36.0,0,0,40.125,0,1,1
584,0,3,1,28.0,0,0,8.7125,0,1,1
585,1,1,0,18.0,0,2,79.65,2,0,0
586,0,2,1,47.0,0,0,15.0,2,1,1
587,1,1,1,60.0,1,1,79.2,0,1,0
588,0,3,1,22.0,0,0,8.05,2,1,1
589,0,3,1,28.0,0,0,8.05,2,1,1
590,0,3,1,35.0,0,0,7.125,2,1,1
591,1,1,0,52.0,1,0,78.2667,0,0,0
592,0,3,1,47.0,0,0,7.25,2,1,1
593,0,3,0,28.0,0,2,7.75,1,0,0
594,0,2,1,37.0,1,0,26.0,2,1,0
595,0,3,1,36.0,1,1,24.15,2,1,0
596,1,2,0,28.0,0,0,33.0,2,0,1
597,0,3,1,49.0,0,0,0.0,2,1,1
598,0,3,1,28.0,0,0,7.225,0,1,1
599,1,1,1,49.0,1,0,56.9292,0,1,0
600,1,2,0,24.0,2,1,27.0,2,0,0
601,0,3,1,28.0,0,0,7.8958,2,1,1
602,0,1,1,28.0,0,0,42.4,2,1,1
603,0,3,1,44.0,0,0,8.05,2,1,1
604,1,1,1,35.0,0,0,26.55,0,1,1
605,0,3,1,36.0,1,0,15.55,2,1,0
606,0,3,1,30.0,0,0,7.8958,2,1,1
607,1,1,1,27.0,0,0,30.5,2,1,1
608,1,2,0,22.0,1,2,41.5792,0,0,0
609,1,1,0,40.0,0,0,153.4625,2,0,1
610,0,3,0,39.0,1,5,31.275,2,0,0
611,0,3,1,28.0,0,0,7.05,2,1,1
612,1,3,0,28.0,1,0,15.5,1,0,0
613,0,3,1,28.0,0,0,7.75,1,1,1
614,0,3,1,35.0,0,0,8.05,2,1,1
615,1,2,0,24.0,1,2,65.0,2,0,0
616,0,3,1,34.0,1,1,14.4,2,1,0
617,0,3,0,26.0,1,0,16.1,2,0,0
618,1,2,0,4.0,2,1,39.0,2,0,0
619,0,2,1,26.0,0,0,10.5,2,1,1
620,0,3,1,27.0,1,0,14.4542,0,1,0
621,1,1,1,42.0,1,0,52.5542,2,1,0
622,1,3,1,20.0,1,1,15.7417,0,1,0
623,0,3,1,21.0,0,0,7.8542,2,1,1
624,0,3,1,21.0,0,0,16.1,2,1,1
625,0,1,1,61.0,0,0,32.3208,2,1,1
626,0,2,1,57.0,0,0,12.35,1,1,1
627,1,1,0,21.0,0,0,77.9583,2,0,1
628,0,3,1,26.0,0,0,7.8958,2,1,1
629,0,3,1,28.0,0,0,7.7333,1,1,1
630,1,1,1,80.0,0,0,30.0,2,1,1
631,0,3,1,51.0,0,0,7.0542,2,1,1
632,1,1,1,32.0,0,0,30.5,0,1,1
633,0,1,1,28.0,0,0,0.0,2,1,1
634,0,3,0,9.0,3,2,27.9,2,0,0
635,1,2,0,28.0,0,0,13.0,2,0,1
636,0,3,1,32.0,0,0,7.925,2,1,1
637,0,2,1,31.0,1,1,26.25,2,1,0
638,0,3,0,41.0,0,5,39.6875,2,0,0
639,0,3,1,28.0,1,0,16.1,2,1,0
640,0,3,1,20.0,0,0,7.8542,2,1,1
641,1,1,0,24.0,0,0,69.3,0,0,1
642,0,3,0,2.0,3,2,27.9,2,0,0
643,1,3,1,28.0,0,0,56.4958,2,1,1
644,1,3,0,0.75,2,1,19.2583,0,0,0
645,1,1,1,48.0,1,0,76.7292,0,1,0
646,0,3,1,19.0,0,0,7.8958,2,1,1
647,1,1,1,56.0,0,0,35.5,0,1,1
648,0,3,1,28.0,0,0,7.55,2,1,1
649,1,3,0,23.0,0,0,7.55,2,0,1
650,0,3,1,28.0,0,0,7.8958,2,1,1
651,1,2,0,18.0,0,1,23.0,2,0,0
652,0,3,1,21.0,0,0,8.4333,2,1,1
653,1,3,0,28.0,0,0,7.8292,1,0,1
654,0,3,0,18.0,0,0,6.75,1,0,1
655,0,2,1,24.0,2,0,73.5,2,1,0
656,0,3,1,28.0,0,0,7.8958,2,1,1
657,0,3,0,32.0,1,1,15.5,1,0,0
658,0,2,1,23.0,0,0,13.0,2,1,1
659,0,1,1,58.0,0,2,113.275,0,1,0
660,1,1,1,50.0,2,0,133.65,2,1,0
661,0,3,1,40.0,0,0,7.225,0,1,1
662,0,1,1,47.0,0,0,25.5875,2,1,1
663,0,3,1,36.0,0,0,7.4958,2,1,1
664,1,3,1,20.0,1,0,7.925,2,1,0
665,0,2,1,32.0,2,0,73.5,2,1,0
666,0,2,1,25.0,0,0,13.0,2,1,1
667,0,3,1,28.0,0,0,7.775,2,1,1
668,0,3,1,43.0,0,0,8.05,2,1,1
669,1,1,0,28.0,1,0,52.0,2,0,0
670,1,2,0,40.0,1,1,39.0,2,0,0
671,0,1,1,31.0,1,0,52.0,2,1,0
672,0,2,1,70.0,0,0,10.5,2,1,1
673,1,2,1,31.0,0,0,13.0,2,1,1
674,0,2,1,28.0,0,0,0.0,2,1,1
675,0,3,1,18.0,0,0,7.775,2,1,1
676,0,3,1,24.5,0,0,8.05,2,1,1
677,1,3,0,18.0,0,0,9.8417,2,0,1
678,0,3,0,43.0,1,6,46.9,2,0,0
679,1,1,1,36.0,0,1,512.3292,0,1,0
680,0,3,0,28.0,0,0,8.1375,1,0,1
681,1,1,1,27.0,0,0,76.7292,0,1,1
682,0,3,1,20.0,0,0,9.225,2,1,1
683,0,3,1,14.0,5,2,46.9,2,0,0
684,0,2,1,60.0,1,1,39.0,2,1,0
685,0,2,1,25.0,1,2,41.5792,0,1,0
686,0,3,1,14.0,4,1,39.6875,2,0,0
687,0,3,1,19.0,0,0,10.1708,2,1,1
688,0,3,1,18.0,0,0,7.7958,2,1,1
689,1,1,0,15.0,0,1,211.3375,2,0,0
690,1,1,1,31.0,1,0,57.0,2,1,0
691,1,3,0,4.0,0,1,13.4167,0,0,0
692,1,3,1,28.0,0,0,56.4958,2,1,1
693,0,3,1,25.0,0,0,7.225,0,1,1
694,0,1,1,60.0,0,0,26.55,2,1,1
695,0,2,1,52.0,0,0,13.5,2,1,1
696,0,3,1,44.0,0,0,8.05,2,1,1
697,1,3,0,28.0,0,0,7.7333,1,0,1
698,0,1,1,49.0,1,1,110.8833,0,1,0
699,0,3,1,42.0,0,0,7.65,2,1,1
700,1,1,0,18.0,1,0,227.525,0,0,0
701,1,1,1,35.0,0,0,26.2875,2,1,1
702,0,3,0,18.0,0,1,14.4542,0,0,0
703,0,3,1,25.0,0,0,7.7417,1,1,1
704,0,3,1,26.0,1,0,7.8542,2,1,0
705,0,2,1,39.0,0,0,26.0,2,1,1
706,1,2,0,45.0,0,0,13.5,2,0,1
707,1,1,1,42.0,0,0,26.2875,2,1,1
708,1,1,0,22.0,0,0,151.55,2,0,1
709,1,3,1,28.0,1,1,15.2458,0,1,0
710,1,1,0,24.0,0,0,49.5042,0,0,1
711,0,1,1,28.0,0,0,26.55,2,1,1
712,1,1,1,48.0,1,0,52.0,2,1,0
713,0,3,1,29.0,0,0,9.4833,2,1,1
714,0,2,1,52.0,0,0,13.0,2,1,1
715,0,3,1,19.0,0,0,7.65,2,1,1
716,1,1,0,38.0,0,0,227.525,0,0,1
717,1,2,0,27.0,0,0,10.5,2,0,1
718,0,3,1,28.0,0,0,15.5,1,1,1
719,0,3,1,33.0,0,0,7.775,2,1,1
720,1,2,0,6.0,0,1,33.0,2,0,0
721,0,3,1,17.0,1,0,7.0542,2,1,0
722,0,2,1,34.0,0,0,13.0,2,1,1
723,0,2,1,50.0,0,0,13.0,2,1,1
724,1,1,1,27.0,1,0,53.1,2,1,0
725,0,3,1,20.0,0,0,8.6625,2,1,1
726,1,2,0,30.0,3,0,21.0,2,0,0
727,1,3,0,28.0,0,0,7.7375,1,0,1
728,0,2,1,25.0,1,0,26.0,2,1,0
729,0,3,0,25.0,1,0,7.925,2,0,0
730,1,1,0,29.0,0,0,211.3375,2,0,1
731,0,3,1,11.0,0,0,18.7875,0,0,1
732,0,2,1,28.0,0,0,0.0,2,1,1
733,0,2,1,23.0,0,0,13.0,2,1,1
734,0,2,1,23.0,0,0,13.0,2,1,1
735,0,3,1,28.5,0,0,16.1,2,1,1
736,0,3,0,48.0,1,3,34.375,2,0,0
737,1,1,1,35.0,0,0,512.3292,0,1,1
738,0,3,1,28.0,0,0,7.8958,2,1,1
739,0,3,1,28.0,0,0,7.8958,2,1,1
740,1,1,1,28.0,0,0,30.0,2,1,1
741,0,1,1,36.0,1,0,78.85,2,1,0
742,1,1,0,21.0,2,2,262.375,0,0,0
743,0,3,1,24.0,1,0,16.1,2,1,0
744,1,3,1,31.0,0,0,7.925,2,1,1
745,0,1,1,70.0,1,1,71.0,2,1,0
746,0,3,1,16.0,1,1,20.25,2,1,0
747,1,2,0,30.0,0,0,13.0,2,0,1
748,0,1,1,19.0,1,0,53.1,2,1,0
749,0,3,1,31.0,0,0,7.75,1,1,1
750,1,2,0,4.0,1,1,23.0,2,0,0
751,1,3,1,6.0,0,1,12.475,2,0,0
752,0,3,1,33.0,0,0,9.5,2,1,1
753,0,3,1,23.0,0,0,7.8958,2,1,1
754,1,2,0,48.0,1,2,65.0,2,0,0
755,1,2,1,0.67,1,1,14.5,2,0,0
756,0,3,1,28.0,0,0,7.7958,2,1,1
757,0,2,1,18.0,0,0,11.5,2,1,1
758,0,3,1,34.0,0,0,8.05,2,1,1
759,1,1,0,33.0,0,0,86.5,2,0,1
760,0,3,1,28.0,0,0,14.5,2,1,1
761,0,3,1,41.0,0,0,7.125,2,1,1
762,1,3,1,20.0,0,0,7.2292,0,1,1
763,1,1,0,36.0,1,2,120.0,2,0,0
764,0,3,1,16.0,0,0,7.775,2,1,1
765,1,1,0,51.0,1,0,77.9583,2,0,0
766,0,1,1,28.0,0,0,39.6,0,1,1
767,0,3,0,30.5,0,0,7.75,1,0,1
768,0,3,1,28.0,1,0,24.15,1,1,0
769,0,3,1,32.0,0,0,8.3625,2,1,1
770,0,3,1,24.0,0,0,9.5,2,1,1
771,0,3,1,48.0,0,0,7.8542,2,1,1
772,0,2,0,57.0,0,0,10.5,2,0,1
773,0,3,1,28.0,0,0,7.225,0,1,1
774,1,2,0,54.0,1,3,23.0,2,0,0
775,0,3,1,18.0,0,0,7.75,2,1,1
776,0,3,1,28.0,0,0,7.75,1,1,1
777,1,3,0,5.0,0,0,12.475,2,0,1
778,0,3,1,28.0,0,0,7.7375,1,1,1
779,1,1,0,43.0,0,1,211.3375,2,0,0
780,1,3,0,13.0,0,0,7.2292,0,0,1
781,1,1,0,17.0,1,0,57.0,2,0,0
782,0,1,1,29.0,0,0,30.0,2,1,1
783,0,3,1,28.0,1,2,23.45,2,1,0
784,0,3,1,25.0,0,0,7.05,2,1,1
785,0,3,1,25.0,0,0,7.25,2,1,1
786,1,3,0,18.0,0,0,7.4958,2,0,1
787,0,3,1,8.0,4,1,29.125,1,0,0
788,1,3,1,1.0,1,2,20.575,2,0,0
789,0,1,1,46.0,0,0,79.2,0,1,1
790,0,3,1,28.0,0,0,7.75,1,1,1
791,0,2,1,16.0,0,0,26.0,2,1,1
792,0,3,0,28.0,8,2,69.55,2,0,0
793,0,1,1,28.0,0,0,30.6958,0,1,1
794,0,3,1,25.0,0,0,7.8958,2,1,1
795,0,2,1,39.0,0,0,13.0,2,1,1
796,1,1,0,49.0,0,0,25.9292,2,0,1
797,1,3,0,31.0,0,0,8.6833,2,0,1
798,0,3,1,30.0,0,0,7.2292,0,1,1
799,0,3,0,30.0,1,1,24.15,2,0,0
800,0,2,1,34.0,0,0,13.0,2,1,1
801,1,2,0,31.0,1,1,26.25,2,0,0
802,1,1,1,11.0,1,2,120.0,2,0,0
803,1,3,1,0.42,0,1,8.5167,0,0,0
804,1,3,1,27.0,0,0,6.975,2,1,1
805,0,3,1,31.0,0,0,7.775,2,1,1
806,0,1,1,39.0,0,0,0.0,2,1,1
807,0,3,0,18.0,0,0,7.775,2,0,1
808,0,2,1,39.0,0,0,13.0,2,1,1
809,1,1,0,33.0,1,0,53.1,2,0,0
810,0,3,1,26.0,0,0,7.8875,2,1,1
811,0,3,1,39.0,0,0,24.15,2,1,1
812,0,2,1,35.0,0,0,10.5,2,1,1
813,0,3,0,6.0,4,2,31.275,2,0,0
814,0,3,1,30.5,0,0,8.05,2,1,1
815,0,1,1,28.0,0,0,0.0,2,1,1
816,0,3,0,23.0,0,0,7.925,2,0,1
817,0,2,1,31.0,1,1,37.0042,0,1,0
818,0,3,1,43.0,0,0,6.45,2,1,1
819,0,3,1,10.0,3,2,27.9,2,0,0
820,1,1,0,52.0,1,1,93.5,2,0,0
821,1,3,1,27.0,0,0,8.6625,2,1,1
822,0,1,1,38.0,0,0,0.0,2,1,1
823,1,3,0,27.0,0,1,12.475,2,0,0
824,0,3,1,2.0,4,1,39.6875,2,0,0
825,0,3,1,28.0,0,0,6.95,1,1,1
826,0,3,1,28.0,0,0,56.4958,2,1,1
827,1,2,1,1.0,0,2,37.0042,0,0,0
828,1,3,1,28.0,0,0,7.75,1,1,1
829,1,1,0,62.0,0,0,80.0,3,0,1
830,1,3,0,15.0,1,0,14.4542,0,0,0
831,1,2,1,0.83,1,1,18.75,2,0,0
832,0,3,1,28.0,0,0,7.2292,0,1,1
833,0,3,1,23.0,0,0,7.8542,2,1,1
834,0,3,1,18.0,0,0,8.3,2,1,1
835,1,1,0,39.0,1,1,83.1583,0,0,0
836,0,3,1,21.0,0,0,8.6625,2,1,1
837,0,3,1,28.0,0,0,8.05,2,1,1
838,1,3,1,32.0,0,0,56.4958,2,1,1
839,1,1,1,28.0,0,0,29.7,0,1,1
840,0,3,1,20.0,0,0,7.925,2,1,1
841,0,2,1,16.0,0,0,10.5,2,1,1
842,1,1,0,30.0,0,0,31.0,0,0,1
843,0,3,1,34.5,0,0,6.4375,0,1,1
844,0,3,1,17.0,0,0,8.6625,2,1,1
845,0,3,1,42.0,0,0,7.55,2,1,1
846,0,3,1,28.0,8,2,69.55,2,1,0
847,0,3,1,35.0,0,0,7.8958,0,1,1
848,0,2,1,28.0,0,1,33.0,2,1,0
849,1,1,0,28.0,1,0,89.1042,0,0,0
850,0,3,1,4.0,4,2,31.275,2,0,0
851,0,3,1,74.0,0,0,7.775,2,1,1
852,0,3,0,9.0,1,1,15.2458,0,0,0
853,1,1,0,16.0,0,1,39.4,2,0,0
854,0,2,0,44.0,1,0,26.0,2,0,0
855,1,3,0,18.0,0,1,9.35,2,0,0
856,1,1,0,45.0,1,1,164.8667,2,0,0
857,1,1,1,51.0,0,0,26.55,2,1,1
858,1,3,0,24.0,0,3,19.2583,0,0,0
859,0,3,1,28.0,0,0,7.2292,0,1,1
860,0,3,1,41.0,2,0,14.1083,2,1,0
861,0,2,1,21.0,1,0,11.5,2,1,0
862,1,1,0,48.0,0,0,25.9292,2,0,1
863,0,3,0,28.0,8,2,69.55,2,0,0
864,0,2,1,24.0,0,0,13.0,2,1,1
865,1,2,0,42.0,0,0,13.0,2,0,1
866,1,2,0,27.0,1,0,13.8583,0,0,0
867,0,1,1,31.0,0,0,50.4958,2,1,1
868,0,3,1,28.0,0,0,9.5,2,1,1
869,1,3,1,4.0,1,1,11.1333,2,0,0
870,0,3,1,26.0,0,0,7.8958,2,1,1
871,1,1,0,47.0,1,1,52.5542,2,0,0
872,0,1,1,33.0,0,0,5.0,2,1,1
873,0,3,1,47.0,0,0,9.0,2,1,1
874,1,2,0,28.0,1,0,24.0,0,0,0
875,1,3,0,15.0,0,0,7.225,0,0,1
876,0,3,1,20.0,0,0,9.8458,2,1,1
877,0,3,1,19.0,0,0,7.8958,2,1,1
878,0,3,1,28.0,0,0,7.8958,2,1,1
879,1,1,0,56.0,0,1,83.1583,0,0,0
880,1,2,0,25.0,0,1,26.0,2,0,0
881,0,3,1,33.0,0,0,7.8958,2,1,1
882,0,3,0,22.0,0,0,10.5167,2,0,1
883,0,2,1,28.0,0,0,10.5,2,1,1
884,0,3,1,25.0,0,0,7.05,2,1,1
885,0,3,0,39.0,0,5,29.125,1,0,0
886,0,2,1,27.0,0,0,13.0,2,1,1
887,1,1,0,19.0,0,0,30.0,2,0,1
888,0,3,0,28.0,1,2,23.45,2,0,0
889,1,1,1,26.0,0,0,30.0,0,1,1
890,0,3,1,32.0,0,0,7.75,1,1,1
